-3.793504e-01,1.813975e-01,
-2.705137e-02,-6.489697e-01,
-1.741135e-01,-1.048772e+00,
1.280630e+00,-1.316052e+00,
4.293215e-03,4.474981e-01,
-2.484349e-02,1.491485e+00,
-6.596708e-01,-6.620112e-01,
-1.009708e+00,-3.797084e-01,
-6.474772e-01,-4.673338e-01,
1.448427e-01,-7.584192e-01,
-1.909074e+00,-5.836517e-01,
2.926886e-01,1.516468e+00,
-5.413137e-01,-4.157160e-01,
1.852587e-01,-8.734492e-01,
2.352982e+00,-6.912166e-01,
4.655822e-01,1.746551e-01,
6.298184e-01,-2.127140e-01,
2.937994e-01,6.110770e-01,
-1.660778e+00,6.962140e-01,
1.334406e+00,-1.801951e-01,
-4.563774e-01,-3.169895e-01,
8.692913e-01,-6.792985e-01,
8.518516e-01,-2.098468e-01,
7.262576e-01,-6.941028e-01,
7.481579e-01,1.353369e-01,
3.839245e-01,1.941597e+00,
-1.977328e-01,-1.684829e+00,
-8.852872e-01,1.042674e+00,
2.115699e-01,1.281332e+00,
6.326357e-01,2.175494e-01,
8.494518e-01,-6.755523e-01,
8.126617e-01,4.420860e-01,
-1.378629e-01,2.730624e-01,
-1.003971e+00,1.147487e+00,
5.841869e-01,1.309234e+00,
-2.093580e+00,2.367610e-02,
2.047924e-01,-4.409482e-01,
1.075878e+00,8.925414e-01,
-8.821520e-01,6.925416e-01,
-3.481778e-01,-1.052629e+00,
1.985548e+00,-9.413131e-02,
2.513907e-01,9.787900e-01,
5.669187e-02,2.004267e-01,
1.275168e+00,-1.158139e+00,
1.209187e+00,6.641563e-01,
9.796081e-01,9.266614e-01,
-1.838883e-01,-5.744152e-01,
-1.695700e+00,-7.990057e-03,
-6.840322e-01,-4.267797e-02,
7.709448e-01,-1.141821e+00,
-1.153936e+00,1.039909e+00,
-1.311405e+00,1.592081e+00,
-4.206179e-02,-2.292020e+00,
3.141641e+00,-2.435815e-02,
-6.272252e-01,1.370518e-01,
-1.712572e+00,6.686332e-02,
1.615878e-01,1.281181e+00,
3.643032e-02,-1.999148e-01,
1.896066e-01,-7.697043e-01,
-1.164261e+00,1.416211e-01,
-6.927915e-01,2.371175e-01,
2.525599e+00,7.023227e-01,
-3.414926e-01,-3.846966e-01,
1.585519e+00,-4.661771e-01,
-4.027906e-01,2.596330e-01,
8.982693e-01,-1.086931e+00,
2.701735e-01,-5.766550e-01,
-1.701528e+00,-7.045378e-01,
1.462377e+00,6.009517e-01,
-6.040483e-01,5.498303e-01,
2.117447e+00,-7.147098e-02,
1.591614e+00,4.756117e-01,
-1.009186e+00,-7.463326e-01,
8.102944e-01,2.866140e-01,
1.012437e+00,1.642173e+00,
-1.036742e+00,-7.818715e-01,
4.606939e-01,9.765536e-01,
1.210277e-02,-1.724273e-01,
-9.143197e-01,-1.929668e+00,
-7.603982e-01,1.148228e+00,
2.546369e-01,2.989436e-01,
-3.649767e-01,4.517389e-01,
-1.775971e+00,-3.392670e-01,
-5.757661e-01,-8.597638e-01,
1.398951e+00,-1.218883e+00,
1.290288e-01,-1.524033e-01,
-7.454686e-01,-2.022072e+00,
2.857467e-01,-3.632492e-01,
2.698620e-01,-2.526371e-01,
9.701148e-01,-8.149499e-01,
-6.205820e-01,-1.009214e+00,
-1.662132e+00,-1.635800e+00,
-8.525034e-02,-2.708081e-01,
-1.343483e+00,1.535467e+00,
-2.266855e-02,2.448355e-01,
1.421173e+00,-8.498456e-01,
1.868930e+00,1.988006e-01,
-1.509336e+00,1.589607e+00,
-3.611271e-01,4.865517e-01,
4.110022e-02,-5.148346e-01,
4.911140e-01,4.542700e-01,
1.449525e+00,-2.542714e-01,
1.003921e+00,-2.223821e+00,
-2.304268e-01,1.141720e+00,
-2.278573e-01,5.726299e-01,
-8.028047e-01,-7.475423e-01,
-6.269425e-01,6.203954e-01,
1.268642e+00,2.097053e+00,
-1.095803e-01,1.540640e+00,
1.357145e+00,-2.915554e-01,
-3.017407e-01,-2.446483e-01,
9.607575e-01,1.822751e-01,
7.581278e-01,-5.352050e-01,
2.951686e-01,7.296321e-02,
-2.073774e+00,1.373555e+00,
-4.731206e-01,1.099736e+00,
-6.759607e-01,-1.453824e+00,
1.746370e+00,1.306048e-01,
6.014166e-01,4.535677e-01,
2.869887e-01,-4.539289e-01,
-1.786113e+00,-9.962544e-01,
-1.740242e+00,-6.683714e-02,
-2.019603e-01,-5.128826e-01,
1.573825e+00,2.185952e+00,
7.480506e-01,8.912336e-01,
8.631005e-01,-8.223849e-01,
3.373516e-01,-8.975496e-01,
-1.402215e-01,1.052265e+00,
-8.709858e-01,5.631613e-02,
-2.303725e-01,-2.031608e+00,
6.418019e-02,7.642138e-01,
-1.117720e+00,-6.677237e-01,
-5.310300e-01,-1.936438e-02,
2.530305e+00,8.220823e-01,
3.243291e+00,-2.745234e-01,
1.079317e-01,-8.469609e-01,
-1.260890e+00,1.094675e-01,
-8.394682e-01,-1.629505e+00,
